id,word,language,definition,part_of_speech,example,tag,usage_count,created_at,updated_at
802,"convince",en,"说服，使信服","verb","He tried to convince her to join the team.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1119,"convoluted",en,"复杂的，费解的","adjective","The plot was convoluted and hard to follow.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
803,"cooperate",en,"合作，配合","verb","The two companies agreed to cooperate on the project.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
804,"coordinate",en,"协调，配合","verb","She will coordinate the event logistics.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
805,"core",en,"核心，中心","noun","The core of the issue is communication.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
806,"corporate",en,"公司的，法人的","adjective","Corporate policies must be followed by all employees.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
491,"correlate",en,"相关，关联","verb","Smoking correlates with lung disease.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
807,"correspond",en,"符合，通信","verb","His actions do not correspond with his words.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1120,"corroborate",en,"证实，支持","verb","The witness corroborated his story.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
808,"couple",en,"一对，几个","noun","A couple of students volunteered to help.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
326,"crawl",en,"爬行；缓慢移动","verb","The baby learned to crawl before he could walk.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
809,"create",en,"创造，创建","verb","Artists create beautiful works of art.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
492,"credible",en,"可信的，可靠的","adjective","He is a credible witness.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
810,"credit",en,"信用，学分","noun","She received credit for her hard work.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1121,"credulous",en,"轻信的","adjective","She is credulous and believes everything.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
818,"criteria",en,"标准","noun","Meet the criteria for admission.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
811,"criterion",en,"标准，准则","noun","Meeting the criteria is essential for approval.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
305,"crowd",en,"人群；群众；挤满","noun/verb","A crowd of people waited outside the theater.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
294,"crowds",en,"人群；群众（复数形式）","noun","Large crowds gathered in the city center for the celebration.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
812,"crucial",en,"关键的，决定性的","adjective","Timing is crucial in this experiment.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
970,"culminate",en,"达到顶点，告终","verb","The festival culminates in a fireworks display.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1122,"culpable",en,"有罪的，应受谴责的","adjective","He was culpable for the accident.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
971,"cultivate",en,"培养，耕作","verb","He cultivates a positive attitude.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
813,"culture",en,"文化","noun","Language is an important part of culture.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
493,"cumulative",en,"累积的，渐增的","adjective","The cumulative effect is significant.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
248,"cur",en,"杂种狗；恶狗","noun","The angry cur barked at the strangers.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
431,"cure",en,"治愈；疗法","noun","Scientists are searching for a cure for cancer.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
259,"curiosity",en,"好奇心，新奇的事物","noun","Children have a natural curiosity about the world around them.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
396,"curious",en,"好奇的，奇特的","adjective","The child was curious about how the machine worked.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
265,"currency",en,"货币，通货","noun","The euro is the official currency of many European countries.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
353,"current",en,"当前的，现在的","adjective","The current situation requires immediate action.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
419,"currently",en,"当前，目前","adverb","She is currently working on a new novel.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
814,"cycle",en,"循环，周期","noun","The water cycle is essential for life on Earth.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
389,"danger",en,"危险，风险","noun","Swimming in this river is full of danger.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
395,"dangerous",en,"危险的","adjective","It's dangerous to drive in such heavy rain.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
298,"data",en,"数据；资料","noun","The researchers analyzed the data from the experiment.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1123,"dearth",en,"缺乏，稀少","noun","There is a dearth of evidence.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
819,"debate",en,"辩论","noun","The debate was intense.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
972,"decade",en,"十年","noun","Technology has advanced rapidly in the past decade.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
494,"decisive",en,"决定性的，果断的","adjective","Her decisive action saved the day.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
820,"decline",en,"下降","verb","Sales have declined this year.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
495,"dedicate",en,"奉献，致力于","verb","He dedicates his life to helping others.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
821,"deduce",en,"推断","verb","From the clues, we can deduce.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
415,"deed",en,"行为，事迹","noun","His brave deed saved the child's life.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
1124,"deference",en,"尊重，顺从","noun","He showed deference to his elders.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
822,"define",en,"定义","verb","Can you define this term?","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
973,"definite",en,"明确的，一定的","adjective","She has a definite plan for the future.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1125,"demagogue",en,"煽动者","noun","The demagogue rallied the crowd with lies.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
823,"demonstrate",en,"证明","verb","The experiment demonstrates the theory.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
974,"denote",en,"表示，指示","verb","The symbol denotes a warning.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1126,"deride",en,"嘲笑，嘲弄","verb","They derided his ideas.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
824,"derive",en,"源自","verb","Many words derive from Latin.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
234,"descend",en,"下降；下来","verb","The airplane began to descend for landing.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
332,"descendant",en,"后代，后裔","noun","He is a direct descendant of the famous writer.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1127,"desiccate",en,"使干燥，脱水","verb","The sun desiccated the soil.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
995,"design",en,"设计，计划","verb","They will design a new website.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
996,"despite",en,"尽管，不管","preposition","Despite the rain, the event continued.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1128,"desultory",en,"散漫的，不连贯的","adjective","Their conversation was desultory.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
825,"detect",en,"检测","verb","The device can detect motion.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1061,"deteriorate",en,"恶化","verb","His health began to deteriorate.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
826,"determine",en,"确定","verb","We need to determine the cause.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
827,"develop",en,"发展","verb","The city continues to develop.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
975,"deviate",en,"偏离，背离","verb","Do not deviate from the main path.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
828,"device",en,"设备","noun","This device is very useful.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
976,"devote",en,"奉献，致力于","verb","She devotes her time to charity work.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1129,"diatribe",en,"抨击，谴责","noun","He delivered a diatribe against the government.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
421,"did",en,"做（do的过去式）","verb","She did her homework before dinner.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
1130,"didactic",en,"说教的，教诲的","adjective","The story had a didactic purpose.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
977,"differentiate",en,"区分，区别","verb","It is important to differentiate between facts and opinions.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1131,"diffident",en,"缺乏自信的","adjective","She was diffident in public.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1132,"dilatory",en,"拖延的","adjective","His dilatory habits caused delays.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1039,"dilemma",en,"困境","noun","I faced a moral dilemma.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1133,"dilettante",en,"业余爱好者","noun","He was a dilettante in art.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
997,"dimension",en,"维度，尺寸","noun","We need to consider the social dimension of the problem.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
829,"diminish",en,"减少","verb","The pain will diminish over time.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
978,"discrete",en,"离散的，不连续的","adjective","The data is divided into discrete categories.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
979,"discriminate",en,"区分，歧视","verb","It is wrong to discriminate based on race.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1185,"disparage",en,"贬低，轻视","verb","She never disparages her colleagues.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1134,"disparate",en,"不同的，无关的","adjective","The two groups have disparate goals.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
980,"displace",en,"取代，置换","verb","New technology may displace old methods.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
998,"display",en,"显示，展示","verb","The museum will display ancient artifacts.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
981,"dispose",en,"处理，安排","verb","How should we dispose of the waste?","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1186,"dissemble",en,"掩饰，伪装","verb","He dissembled his true intentions.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1135,"disseminate",en,"传播，散布","verb","They disseminated the information widely.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1187,"dissonance",en,"不和谐，不一致","noun","There is dissonance between his words and actions.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
830,"distinct",en,"独特的","adjective","Each culture has distinct traditions.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
831,"distinguish",en,"区分","verb","It's hard to distinguish them.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
982,"distort",en,"扭曲，歪曲","verb","The mirror distorts the image.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
983,"distribute",en,"分配，分发","verb","Volunteers distribute food to the needy.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
832,"diverse",en,"多样的","adjective","The group is culturally diverse.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
984,"document",en,"文件，记录","noun","Please read the document carefully.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1136,"dogmatic",en,"教条的，武断的","adjective","He is dogmatic in his beliefs.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
985,"domain",en,"领域，范围","noun","This is outside my domain of expertise.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
833,"dominate",en,"主导","verb","One team dominated the game.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
253,"dozen",en,"一打，十二个","noun","She bought a dozen eggs at the supermarket.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
999,"draft",en,"草稿，草案","noun","She wrote a draft of the report.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
986,"dramatic",en,"戏剧性的，显著的","adjective","There was a dramatic increase in sales.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
987,"duration",en,"持续时间","noun","The duration of the movie is two hours.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
834,"dynamic",en,"动态的","adjective","The situation is dynamic.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1137,"ebullient",en,"热情洋溢的","adjective","She was ebullient after the victory.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1138,"eclectic",en,"折衷的，兼收并蓄的","adjective","His taste in music is eclectic.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
835,"economic",en,"经济的","adjective","Economic growth is steady.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
988,"economy",en,"经济，节约","noun","The economy is growing steadily.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1000,"edit",en,"编辑，校订","verb","He will edit the manuscript before publication.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
836,"efficient",en,"高效的","adjective","The system is very efficient.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1139,"egregious",en,"惊人的，恶劣的","adjective","It was an egregious error.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1040,"elaborate",en,"详细的","adjective","She gave an elaborate explanation.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
356,"elder",en,"年长的，长辈","adjective","We should respect our elder family members.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
837,"element",en,"元素","noun","Water is a basic element.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
989,"eliminate",en,"消除，排除","verb","We must eliminate errors from the report.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1140,"elucidate",en,"阐明，解释","verb","The teacher elucidated the complex topic.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1062,"elusive",en,"难以捉摸的","adjective","The solution remains elusive.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
838,"emerge",en,"出现","verb","New trends emerge quickly.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1188,"emollient",en,"润肤的，缓和剂","adjective","The cream has an emollient effect.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
401,"emotion",en,"情感，情绪","noun","Love is a powerful emotion that can change people's lives.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
328,"emotional",en,"情感的；情绪化的","adjective","It was an emotional reunion after ten years apart.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1001,"emphasis",en,"强调，重点","noun","The teacher placed emphasis on critical thinking.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
839,"emphasize",en,"强调","verb","He emphasized the importance.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1002,"empirical",en,"经验主义的","adjective","The study is based on empirical evidence.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
840,"enable",en,"使能够","verb","Technology enables communication.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
841,"encounter",en,"遇到","verb","We may encounter problems.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1003,"energy",en,"能量，精力","noun","Solar energy is a renewable resource.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1141,"enervate",en,"使衰弱，使无力","verb","The heat enervated him.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1004,"enforce",en,"执行，实施","verb","The police enforce traffic laws.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1142,"engender",en,"产生，引起","verb","The policy engendered controversy.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
842,"enhance",en,"增强","verb","Practice can enhance skills.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1143,"enigma",en,"谜，难以理解的事物","noun","His behavior remains an enigma.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
843,"enormous",en,"巨大的","adjective","The project requires enormous effort.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
844,"ensure",en,"确保","verb","Please ensure safety first.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
990,"entity",en,"实体，存在","noun","The company is a separate legal entity.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
845,"environment",en,"环境","noun","Protect the natural environment.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1144,"ephemeral",en,"短暂的","adjective","Fame is often ephemeral.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
991,"equate",en,"等同，使相等","verb","Some people equate success with wealth.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1005,"equip",en,"装备，配备","verb","The lab is equipped with modern instruments.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
992,"equivalent",en,"相等的，等价的","adjective","The two amounts are equivalent.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1145,"equivocate",en,"含糊其辞","verb","Politicians often equivocate.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
302,"era",en,"时代；纪元","noun","The digital era has transformed how we communicate.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
993,"erode",en,"侵蚀，腐蚀","verb","Wind and water can erode rocks.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1006,"error",en,"错误，差错","noun","There was an error in the calculation.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1146,"erudite",en,"博学的","adjective","He is an erudite scholar.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1147,"esoteric",en,"深奥的，难懂的","adjective","The subject is esoteric.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
846,"establish",en,"建立","verb","They established a new company.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
847,"estimate",en,"估计","verb","Can you estimate the cost?","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1007,"ethic",en,"伦理，道德","noun","Professional ethics are important in business.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1148,"eulogy",en,"颂词，悼词","noun","He delivered a eulogy at the funeral.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1149,"euphemism",en,"委婉语","noun","'Pass away' is a euphemism for 'die'.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
848,"evaluate",en,"评估","verb","We need to evaluate the results.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
849,"evidence",en,"证据","noun","There is strong evidence.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
994,"evident",en,"明显的，明白的","adjective","It is evident that she is unhappy.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
267,"evolve",en,"进化，发展","verb","Technology continues to evolve at a rapid pace.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
58,"evolve revolve",en,"进化，发展","verb","Species evolve over time.","",2,2025-11-02 16:53:45,2025-11-04 05:07:52
251,"ex",en,"前妻；前夫；前任","noun","She's having dinner with her ex tonight.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1150,"exacerbate",en,"恶化，加剧","verb","His comments exacerbated the conflict.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
428,"exact",en,"精确的；准确的","adjective","Please provide the exact time of arrival.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
344,"exceed",en,"超过，胜过","verb","The results exceeded our expectations.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
80,"exceeded",en,"超过的（exceed的过去式和过去分词）","verb","Sales exceeded our expectations last quarter.","",7,2025-11-02 16:53:45,2025-11-05 15:19:07
349,"exceeding",en,"超越的，非常的","adjective","Her beauty was of an exceeding loveliness.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
406,"excel",en,"擅长，胜过他人","verb","She excels in mathematics and science.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
400,"excellent",en,"优秀的，极好的","adjective","She received excellent grades in all her exams.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
371,"excess",en,"过量；超过；多余的","noun","The excess of food was donated to charity.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
410,"excessive",en,"过度的，过多的","adjective","Excessive drinking can damage your health.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
850,"exclude",en,"排除","verb","Do not exclude any options.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1151,"exculpate",en,"开脱，证明无罪","verb","The evidence exculpated the suspect.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1152,"exigent",en,"紧急的，迫切的","adjective","The situation is exigent.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
851,"expand",en,"扩展","verb","The business plans to expand.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
852,"expert",en,"专家","noun","She is an expert in biology.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
853,"explicit",en,"明确的","adjective","Give explicit instructions.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
854,"explore",en,"探索","verb","They explore new ideas.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
855,"expose",en,"暴露","verb","Do not expose it to sunlight.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
281,"extra",en,"额外的，附加的","adjective","We need some extra chairs for the guests.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1153,"extraneous",en,"无关的，外来的","adjective","Please omit extraneous details.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1154,"facetious",en,"开玩笑的，轻率的","adjective","He made a facetious remark.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
856,"facilitate",en,"促进","verb","Tools facilitate learning.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
857,"factor",en,"因素","noun","Time is a key factor.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1155,"fallacious",en,"谬误的，欺骗的","adjective","His argument was fallacious.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
319,"fashion",en,"时尚；方式","noun","She always dresses in the latest fashion.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1156,"fastidious",en,"挑剔的，苛求的","adjective","She is fastidious about cleanliness.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1157,"fatuous",en,"愚昧的，昏庸的","adjective","His fatuous comments were ignored.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1041,"feasible",en,"可行的","adjective","The plan seems feasible.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
858,"feature",en,"特征","noun","This phone has many features.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1189,"fecund",en,"多产的，肥沃的","adjective","The soil is fecund.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1158,"fervent",en,"热情的，热烈的","adjective","She is a fervent supporter.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1159,"flagrant",en,"公然的，明目张胆的","adjective","It was a flagrant violation of the rules.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
345,"flame",en,"火焰，火苗","noun","The flame of the candle flickered in the wind.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
340,"flash",en,"闪光，闪现","verb","Lightning flashed across the sky.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
262,"flasher",en,"闪光装置；暴露狂","noun","The emergency flasher on the car was blinking brightly.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
422,"flesh",en,"肉；肉体","noun","The wound exposed the flesh beneath the skin.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
859,"flexible",en,"灵活的","adjective","Be flexible in your approach.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
255,"flock",en,"群，人群；聚集","noun","A flock of birds flew across the sky.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
315,"flour",en,"面粉","noun","We need more flour to bake the bread.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
365,"flourish",en,"繁荣；茂盛；挥舞","verb","Plants flourish in this fertile soil.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
1063,"fluctuate",en,"波动","verb","Prices fluctuate daily.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
860,"focus",en,"焦点","noun","Keep your focus on the goal.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1160,"foment",en,"煽动，挑起","verb","They tried to foment rebellion.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
861,"format",en,"格式","noun","Follow the required format.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
417,"found",en,"建立，创立","verb","They founded the company in 1995.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
363,"foundation",en,"基础；地基；基金会","noun","The foundation of the building is very strong.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
388,"fountain",en,"喷泉，源泉","noun","Children were playing near the fountain in the park.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
247,"fraction",en,"分数；小部分","noun","Only a fraction of the students passed.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
355,"fragment",en,"碎片，片段","noun","He found a fragment of ancient pottery.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
346,"framework",en,"框架，结构","noun","They built a strong framework for the new building.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
282,"fresh",en,"新鲜的，新的","adjective","I bought some fresh vegetables from the market.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
862,"function",en,"功能","noun","The machine has multiple functions.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
863,"fundamental",en,"基本的","adjective","Respect is fundamental.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
318,"gamble",en,"赌博；冒险","verb","He decided to gamble all his savings on the new business.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
420,"gang",en,"一群，一伙；帮派","noun","A gang of teenagers was hanging out near the park.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
1161,"garrulous",en,"喋喋不休的","adjective","He is garrulous and talks too much.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
864,"generate",en,"产生","verb","Wind can generate electricity.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
865,"global",en,"全球的","adjective","Climate change is a global issue.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1010,"globalization",en,"全球化","noun","Globalization has increased international trade.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1064,"gratify",en,"使满足","verb","It gratifies me to see you succeed.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1042,"gregarious",en,"社交的","adjective","He is a gregarious person.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1162,"harangue",en,"长篇大论，训斥","noun","He delivered a harangue to the staff.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
379,"harm",en,"伤害；损害","noun","Smoking can cause harm to your health.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
404,"hazard",en,"危险，危害","noun","Smoking is a serious health hazard.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
1021,"hierarchy",en,"等级制度","noun","The company has a strict hierarchy.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1065,"hinder",en,"阻碍","verb","Bad weather hindered our progress.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
866,"hypothesis",en,"假设","noun","Test the hypothesis with data.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1043,"hypothetical",en,"假设的","adjective","This is a hypothetical situation.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
